State,District,Crops,Min Price,Max Price,Modal Price
Madhya Pradesh,Ratlam,Wheat,2300.0,2800.0,2500.0
Madhya Pradesh,Shajapur,Bengal Gram(Gram)(Whole),3670.0,4615.0,4250.0
Madhya Pradesh,Shajapur,Bengal Gram(Gram)(Whole),3840.0,6125.0,5485.0
Madhya Pradesh,Shajapur,Lentil (Masur)(Whole),4980.0,5620.0,5490.0
Madhya Pradesh,Shajapur,Mustard,4825.0,5480.0,5090.0
Madhya Pradesh,Shajapur,Wheat,1980.0,2465.0,2290.0
Madhya Pradesh,Shajapur,Wheat,1855.0,2155.0,2090.0
Madhya Pradesh,Shajapur,Wheat,2590.0,2975.0,2780.0
Madhya Pradesh,Sheopur,Mustard,5200.0,5225.0,5210.0
Madhya Pradesh,Sidhi,Lentil (Masur)(Whole),5000.0,5020.0,5000.0
Maharashtra,Amarawati,Wheat,2200.0,2400.0,2300.0
Maharashtra,Aurangabad,Arhar (Tur/Red Gram)(Whole),6400.0,6400.0,6400.0
Maharashtra,Aurangabad,Bajra(Pearl Millet/Cumbu),2316.0,2366.0,2335.0
Maharashtra,Aurangabad,Jowar(Sorghum),4000.0,4000.0,4000.0
Maharashtra,Aurangabad,Wheat,2271.0,2490.0,2361.0
Maharashtra,Chandrapur,Paddy(Dhan)(Common),2600.0,2900.0,2800.0
Maharashtra,Jalana,Bengal Gram(Gram)(Whole),3800.0,4650.0,4230.0
Maharashtra,Jalana,Jowar(Sorghum),3450.0,3850.0,3656.0
Maharashtra,Jalana,Wheat,1900.0,2451.0,2225.0
Maharashtra,Mumbai,Arhar Dal(Tur Dal),9500.0,13500.0,12500.0
Maharashtra,Mumbai,Bajra(Pearl Millet/Cumbu),2600.0,4300.0,3600.0
Maharashtra,Mumbai,Bengal Gram Dal (Chana Dal),5800.0,6800.0,6200.0
Maharashtra,Mumbai,Bengal Gram(Gram)(Whole),5500.0,6500.0,6000.0
Maharashtra,Mumbai,Black Gram (Urd Beans)(Whole),8500.0,11500.0,10200.0
Maharashtra,Mumbai,Black Gram Dal (Urd Dal),9000.0,11200.0,10500.0
Maharashtra,Mumbai,Green Gram (Moong)(Whole),8500.0,12500.0,10500.0
Maharashtra,Mumbai,Green Gram Dal (Moong Dal),9000.0,13000.0,11500.0
Maharashtra,Mumbai,Jowar(Sorghum),2800.0,5500.0,4800.0
Maharashtra,Mumbai,Lentil (Masur)(Whole),6300.0,7800.0,7400.0
Maharashtra,Mumbai,Maize,2600.0,4200.0,3800.0
Maharashtra,Mumbai,Wheat,2600.0,6000.0,4300.0
Maharashtra,Nashik,Bajra(Pearl Millet/Cumbu),1830.0,2705.0,2535.0
Maharashtra,Nashik,Bengal Gram(Gram)(Whole),4665.0,4750.0,4735.0
Maharashtra,Nashik,Maize,1935.0,2125.0,2125.0
Maharashtra,Parbhani,Arhar (Tur/Red Gram)(Whole),9750.0,9900.0,9850.0
Maharashtra,Parbhani,Bengal Gram(Gram)(Whole),4425.0,4550.0,4450.0
Maharashtra,Pune,Jowar(Sorghum),4600.0,5900.0,5250.0
Maharashtra,Pune,Wheat,3800.0,5200.0,4500.0
Maharashtra,Raigad,Paddy(Dhan)(Common),2183.0,2250.0,2216.0
Maharashtra,Thane,Bajra(Pearl Millet/Cumbu),2500.0,2800.0,2650.0
Maharashtra,Thane,Black Gram (Urd Beans)(Whole),9200.0,9600.0,9400.0
Maharashtra,Thane,Jowar(Sorghum),4300.0,5200.0,4750.0
Maharashtra,Thane,Wheat,2500.0,2800.0,2650.0
Maharashtra,Thane,Wheat,3000.0,4000.0,3500.0
Maharashtra,Thane,Wheat,2790.0,3860.0,3460.0
Nagaland,Longleng,Maize,7600.0,7900.0,7700.0
Odisha,Bargarh,Paddy(Dhan)(Common),2040.0,2060.0,2040.0
Odisha,Bargarh,Paddy(Dhan)(Common),2040.0,2060.0,2040.0
Odisha,Bhadrak,Paddy(Dhan)(Common),2000.0,2040.0,2040.0
Odisha,Bhadrak,Paddy(Dhan)(Common),2000.0,2040.0,2040.0
Odisha,Nowarangpur,Maize,1500.0,1500.0,1500.0
Pondicherry,Karaikal,Paddy(Dhan)(Common),2560.0,2560.0,2560.0
Punjab,Hoshiarpur,Maize,900.0,1300.0,1100.0
Punjab,Sangrur,Maize,1520.0,1730.0,1675.0
Rajasthan,Ajmer,Barley (Jau),1500.0,1642.0,1615.0
Rajasthan,Ajmer,Bengal Gram(Gram)(Whole),4682.0,4682.0,4682.0
Rajasthan,Ajmer,Maize,2025.0,2525.0,2450.0
Rajasthan,Ajmer,Mustard,4859.0,4889.0,4875.0
Rajasthan,Ajmer,Barley (Jau),1580.0,1695.0,1635.0
Rajasthan,Ajmer,Maize,2100.0,2500.0,2450.0
Rajasthan,Ajmer,Wheat,2100.0,2285.0,2215.0
Rajasthan,Chittorgarh,Maize,1800.0,2000.0,1970.0
Rajasthan,Chittorgarh,Wheat,2150.0,2250.0,2200.0
Rajasthan,Chittorgarh,Wheat,2150.0,2350.0,2250.0
Rajasthan,Churu,Bajra(Pearl Millet/Cumbu),1700.0,1800.0,1750.0
Rajasthan,Dausa,Bajra(Pearl Millet/Cumbu),2000.0,2061.0,2011.0
Rajasthan,Dausa,Bengal Gram(Gram)(Whole),4800.0,4800.0,4800.0
Rajasthan,Dausa,Mustard,5141.0,5450.0,5350.0
Rajasthan,Dausa,Wheat,2216.0,2363.0,2224.0
Rajasthan,Dausa,Barley (Jau),1515.0,1515.0,1515.0
Rajasthan,Dausa,Bengal Gram(Gram)(Whole),4761.0,4856.0,4840.0
Rajasthan,Dausa,Mustard,5156.0,5560.0,5400.0
Rajasthan,Dausa,Wheat,2140.0,2301.0,2255.0
Rajasthan,Ganganagar,Barley (Jau),1671.0,1732.0,1700.0
Rajasthan,Hanumangarh,Mustard,5018.0,5302.0,5171.0
Rajasthan,Hanumangarh,Barley (Jau),1650.0,1650.0,1650.0
Rajasthan,Hanumangarh,Bengal Gram(Gram)(Whole),4651.0,4651.0,4651.0
Rajasthan,Hanumangarh,Mustard,4942.0,5125.0,5060.0
Rajasthan,Hanumangarh,Wheat,2141.0,2160.0,2151.0
Rajasthan,Jaipur,Bajra(Pearl Millet/Cumbu),2020.0,2034.0,2027.0
Rajasthan,Jaipur,Barley (Jau),1550.0,1681.0,1615.0
Rajasthan,Jaipur,Bengal Gram(Gram)(Whole),4665.0,4710.0,4687.0
Rajasthan,Jaipur,Mustard,4861.0,5250.0,5055.0
Rajasthan,Jaipur,Wheat,2172.0,2390.0,2281.0
Rajasthan,Jodhpur,Bajra(Pearl Millet/Cumbu),2300.0,2700.0,2500.0
Rajasthan,Jodhpur,Mustard,4700.0,5000.0,4850.0
Rajasthan,Jodhpur,Green Gram (Moong)(Whole),6800.0,7000.0,6900.0
Rajasthan,Jodhpur,Jowar(Sorghum),2800.0,4300.0,3550.0
Rajasthan,Kota,Barley (Jau),1667.0,1738.0,1725.0
Rajasthan,Kota,Bengal Gram(Gram)(Whole),4525.0,4910.0,4750.0
Rajasthan,Kota,Black Gram (Urd Beans)(Whole),2601.0,7400.0,6500.0
Rajasthan,Kota,Green Gram (Moong)(Whole),6700.0,7274.0,6800.0
Rajasthan,Kota,Jowar(Sorghum),1600.0,2025.0,2000.0
Rajasthan,Kota,Maize,1771.0,2000.0,1900.0
Rajasthan,Kota,Mustard,4951.0,5550.0,5200.0
Rajasthan,Kota,Paddy(Dhan)(Common),2850.0,4150.0,3800.0
Rajasthan,Kota,Wheat,2181.0,2551.0,2300.0
Rajasthan,Sikar,Barley (Jau),1500.0,1500.0,1500.0
Rajasthan,Tonk,Barley (Jau),1531.0,1590.0,1560.0
Rajasthan,Tonk,Bengal Gram(Gram)(Whole),4856.0,4981.0,4925.0
Rajasthan,Tonk,Green Gram (Moong)(Whole),6100.0,6500.0,6300.0
Rajasthan,Tonk,Maize,2525.0,2620.0,2570.0
Rajasthan,Tonk,Mustard,5150.0,5570.0,5400.0
Rajasthan,Tonk,Wheat,2199.0,2224.0,2210.0
Tamil Nadu,Ariyalur,Black Gram Dal (Urd Dal),7000.0,7987.0,7500.0
Tamil Nadu,Ariyalur,Maize,2235.0,2235.0,2235.0
Tamil Nadu,Ariyalur,Paddy(Dhan)(Common),1724.0,2100.0,2050.0
Tamil Nadu,Coimbatore,Maize,2100.0,2300.0,2200.0
Tamil Nadu,Coimbatore,Paddy(Dhan)(Common),2040.0,2060.0,2050.0
Tamil Nadu,Coimbatore,Maize,2220.0,2300.0,2250.0
Tamil Nadu,Cuddalore,Paddy(Dhan)(Common),1828.0,1828.0,1828.0
Tamil Nadu,Cuddalore,Paddy(Dhan)(Common),1572.0,1589.0,1572.0
Tamil Nadu,Erode,Maize,2331.0,2370.0,2350.0
Tamil Nadu,Madurai,Paddy(Dhan)(Common),2016.0,2076.0,2046.0
Tamil Nadu,Madurai,Paddy(Dhan)(Common),2093.0,2153.0,2123.0
Tamil Nadu,Madurai,Paddy(Dhan)(Common),2555.0,2615.0,2585.0
Tamil Nadu,Madurai,Paddy(Dhan)(Common),2786.0,2846.0,2816.0
Tamil Nadu,Madurai,Cotton,5000.0,5350.0,5200.0
Tamil Nadu,Madurai,Cotton,5700.0,6000.0,5850.0
Tamil Nadu,Madurai,Jowar(Sorghum),3800.0,4000.0,3950.0
Tamil Nadu,Madurai,Paddy(Dhan)(Common),1700.0,2000.0,1900.0
Tamil Nadu,Madurai,Paddy(Dhan)(Common),1800.0,2200.0,2050.0
Tamil Nadu,Namakkal,Maize,2303.0,2310.0,2307.0
Tamil Nadu,Salem,Cotton,6000.0,6325.0,6200.0
Tamil Nadu,Thanjavur,Paddy(Dhan)(Common),1800.0,2000.0,1900.0
Tamil Nadu,Theni,Cotton,7000.0,8200.0,7600.0
Tamil Nadu,Theni,Paddy(Dhan)(Common),1700.0,1860.0,1760.0
Tamil Nadu,Theni,Paddy(Dhan)(Common),1700.0,1840.0,1770.0
Tamil Nadu,Theni,Bajra(Pearl Millet/Cumbu),2490.0,2580.0,2535.0
Tamil Nadu,Theni,Cotton,5400.0,5600.0,5500.0
Tamil Nadu,Theni,Jowar(Sorghum),3930.0,4130.0,4030.0
Tamil Nadu,Theni,Maize,2230.0,2380.0,2305.0
Tamil Nadu,Theni,Paddy(Dhan)(Common),1630.0,1760.0,1695.0
Tamil Nadu,Thiruvannamalai,Paddy(Dhan)(Common),1697.0,1759.0,1728.0
Tamil Nadu,Villupuram,Maize,1793.0,2283.0,2038.0
Tamil Nadu,Villupuram,Black Gram (Urd Beans)(Whole),6300.0,6510.0,6453.0
Tamil Nadu,Villupuram,Paddy(Dhan)(Common),1547.0,1573.0,1573.0
Tamil Nadu,Villupuram,Paddy(Dhan)(Common),1364.0,1364.0,1364.0
Tamil Nadu,Villupuram,Black Gram (Urd Beans)(Whole),8160.0,8160.0,8160.0
Tamil Nadu,Villupuram,Maize,2060.0,2287.0,2190.0
Tamil Nadu,Villupuram,Paddy(Dhan)(Common),1713.0,1839.0,1759.0
Tamil Nadu,Villupuram,Paddy(Dhan)(Common),1693.0,1763.0,1713.0
Tamil Nadu,Villupuram,Paddy(Dhan)(Common),1720.0,1793.0,1767.0
Tamil Nadu,Villupuram,Paddy(Dhan)(Common),1705.0,1924.0,1760.0
Tamil Nadu,Villupuram,Black Gram (Urd Beans)(Whole),7389.0,7389.0,7389.0
Tamil Nadu,Villupuram,Paddy(Dhan)(Common),1725.0,1725.0,1725.0
Tamil Nadu,Villupuram,Paddy(Dhan)(Common),1755.0,2252.0,1787.0
Tamil Nadu,Villupuram,Paddy(Dhan)(Common),1779.0,2692.0,1881.0
Tamil Nadu,Villupuram,Paddy(Dhan)(Common),1885.0,2692.0,2445.0
Telangana,Adilabad,Cotton,6850.0,6900.0,6900.0
Telangana,Adilabad,Jowar(Sorghum),3000.0,3000.0,3000.0
Telangana,Adilabad,Cotton,7200.0,7650.0,7450.0
Telangana,Adilabad,Cotton,7320.0,7320.0,7320.0
Telangana,Adilabad,Cotton,7200.0,7650.0,7450.0
Telangana,Jagityal,Paddy(Dhan)(Common),2040.0,2040.0,2040.0
Telangana,Karimnagar,Paddy(Dhan)(Common),2060.0,2060.0,2060.0
Telangana,Karimnagar,Paddy(Dhan)(Common),2040.0,2040.0,2040.0
Telangana,Karimnagar,Paddy(Dhan)(Common),2040.0,2040.0,2040.0
Telangana,Karimnagar,Maize,2000.0,2100.0,2050.0
Telangana,Karimnagar,Paddy(Dhan)(Common),2040.0,2040.0,2040.0
Telangana,Karimnagar,Paddy(Dhan)(Common),2060.0,2060.0,2060.0
Telangana,Karimnagar,Paddy(Dhan)(Common),2040.0,2040.0,2040.0
Telangana,Karimnagar,Paddy(Dhan)(Common),2203.0,2203.0,2203.0
Telangana,Karimnagar,Paddy(Dhan)(Common),2100.0,2100.0,2100.0
Telangana,Karimnagar,Paddy(Dhan)(Common),2060.0,2060.0,2060.0
Telangana,Karimnagar,Paddy(Dhan)(Common),2040.0,2040.0,2040.0
Telangana,Karimnagar,Paddy(Dhan)(Common),2060.0,2060.0,2060.0
Telangana,Karimnagar,Paddy(Dhan)(Common),2203.0,2203.0,2203.0
Telangana,Karimnagar,Cotton,6380.0,6380.0,6380.0
Telangana,Karimnagar,Paddy(Dhan)(Common),2060.0,2060.0,2060.0
Telangana,Karimnagar,Cotton,6080.0,6380.0,6380.0
Telangana,Karimnagar,Paddy(Dhan)(Common),2040.0,2060.0,2060.0
Telangana,Karimnagar,Paddy(Dhan)(Common),2060.0,2060.0,2060.0
Telangana,Karimnagar,Paddy(Dhan)(Common),2040.0,2060.0,2060.0
Telangana,Khammam,Paddy(Dhan)(Common),2060.0,2060.0,2060.0
Telangana,Khammam,Paddy(Dhan)(Common),2060.0,2060.0,2060.0
